Country,ImportOrExport,Year,Weapons_Type,Units,Value,SmallArmsOnly
Japan,Import,1982,Small Arms Ammunition,,2186,Yes
Japan,Import,1982,Ammunition; Explosives & Missiles,,93841,No
Japan,Import,1982,Pistols & Revolvers,,22110,Yes
Japan,Import,1982,Small Arms,,937770,Yes
Japan,Import,1982,Parts & Accessories,,20904590,No
Kenya,Import,1982,Small Arms,,875,Yes
Korea; South,Import,1982,Parts & Accessories,,98279,No
Korea; South,Import,1982,Ammunition; Explosives & Missiles,,4706,No
Korea; South,Import,1982,Small Arms,,63578,Yes
Korea; South,Import,1982,Small Arms,,30658,Yes
Korea; South,Import,1982,Small Arms Ammunition,,7195192,Yes
Mexico,Import,1982,Parts & Accessories,,10787,No
Mexico,Import,1982,Small Arms,,10877,Yes
Mexico,Import,1982,Small Arms Ammunition,,6886,Yes
Mexico,Import,1982,Small Arms,,769,Yes
Mexico,Import,1982,Ammunition; Explosives & Missiles,,19604,No
Netherlands,Import,1982,Small Arms,,3641,Yes
Netherlands,Import,1982,Ammunition; Explosives & Missiles,,406779,No
New Zealand,Import,1982,Small Arms,,4362,Yes
New Zealand,Import,1982,Parts & Accessories,,950,No
Norway,Import,1982,Small Arms Ammunition,,1468,Yes
Norway,Import,1982,Ammunition; Explosives & Missiles,,607696,No
Pakistan,Import,1982,Small Arms,,153904,Yes
Peru,Import,1982,Small Arms,,679,Yes
Philippines,Import,1982,Parts & Accessories,,114061,No
Philippines,Import,1982,Small Arms Ammunition,,1081624,Yes
Philippines,Import,1982,Small Arms,,611333,Yes
Philippines,Import,1982,Pistols & Revolvers,,28701,Yes
Philippines,Import,1982,Ammunition; Explosives & Missiles,,32914,No
Portugal,Import,1982,Parts & Accessories,,2621650,No
Portugal,Import,1982,Small Arms Ammunition,,239973,Yes
Portugal,Import,1982,Small Arms,,1464186,Yes
Portugal,Import,1982,Ammunition; Explosives & Missiles,,620600,No
Russia / USSR (Former),Import,1982,Pistols & Revolvers,,1654,Yes
Russia / USSR (Former),Import,1982,Small Arms,,8990,Yes
Russia / USSR (Former),Import,1982,Parts & Accessories,,1764,No
Saudi Arabia,Import,1982,Small Arms,,10024,Yes
Singapore,Import,1982,Small Arms Ammunition,,222037,Yes
Singapore,Import,1982,Small Arms,,192835,Yes
Singapore,Import,1982,Ammunition; Explosives & Missiles,,5104,No
South Africa,Import,1982,Parts & Accessories,,13337,No
South Africa,Import,1982,Small Arms,,1103,Yes
Spain,Import,1982,Small Arms,,3597645,Yes
Spain,Import,1982,Small Arms Ammunition,,3291,Yes
Spain,Import,1982,Ammunition; Explosives & Missiles,,103233,No
Spain,Import,1982,Pistols & Revolvers,,4348460,Yes
Spain,Import,1982,Small Arms,,837168,Yes
Spain,Import,1982,Parts & Accessories,,1027708,No
Sweden,Import,1982,Small Arms,,140876,Yes
Sweden,Import,1982,Small Arms Ammunition,,1100595,Yes
Sweden,Import,1982,Ammunition; Explosives & Missiles,,273414,No
Sweden,Import,1982,Small Arms,,19050,Yes
Sweden,Import,1982,Parts & Accessories,,1313,No
Switzerland,Import,1982,Small Arms,,68673,Yes
Switzerland,Import,1982,Small Arms Ammunition,,828,Yes
Switzerland,Import,1982,Pistols & Revolvers,,104458,Yes
Switzerland,Import,1982,Ammunition; Explosives & Missiles,,622326,No
Switzerland,Import,1982,Parts & Accessories,,39602,No
Taiwan [ROC],Import,1982,Parts & Accessories,,99966,No
Taiwan [ROC],Import,1982,Ammunition; Explosives & Missiles,,109078,No
Taiwan [ROC],Import,1982,Small Arms,,788645,Yes
Taiwan [ROC],Import,1982,Small Arms Ammunition,,1170559,Yes
Taiwan [ROC],Import,1982,Small Arms,,713,Yes
Tanzania,Import,1982,Pistols & Revolvers,,671,Yes
Thailand,Import,1982,Pistols & Revolvers,,43705,Yes
Thailand,Import,1982,Small Arms,,10032,Yes
Thailand,Import,1982,Parts & Accessories,,5893,No
Turkey,Import,1982,Pistols & Revolvers,,1669,Yes
United Kingdom,Import,1982,Small Arms,,3536616,Yes
United Kingdom,Import,1982,Small Arms Ammunition,,130522,Yes
United Kingdom,Import,1982,Small Arms,,55820,Yes
United Kingdom,Import,1982,Pistols & Revolvers,,72160,Yes
United Kingdom,Import,1982,Ammunition; Explosives & Missiles,,3619955,No
United Kingdom,Import,1982,Parts & Accessories,,1308976,No
Unspecified Country,Import,1982,Small Arms,,801,Yes
Unspecified Country,Import,1982,Pistols & Revolvers,,977,Yes
Unspecified Country,Import,1982,Ammunition; Explosives & Missiles,,458,No
Unspecified Country,Import,1982,Parts & Accessories,,850,No
Yugoslavia [former] / Serbia & Montenegro,Import,1982,Small Arms,,9302,Yes
Yugoslavia [former] / Serbia & Montenegro,Import,1982,Small Arms Ammunition,,17041,Yes
Yugoslavia [former] / Serbia & Montenegro,Import,1982,Ammunition; Explosives & Missiles,,15553,No
Yugoslavia [former] / Serbia & Montenegro,Import,1982,Parts & Accessories,,555961,No
Afghanistan,Import,1983,Small Arms,,3800,Yes
All Countries,Import,1983,Parts & Accessories,,36132600,No
All Countries,Import,1983,Ammunition; Explosives & Missiles,,11316540,No
All Countries,Import,1983,Small Arms,,4328341,Yes
All Countries,Import,1983,Pistols & Revolvers,,11719730,Yes
All Countries,Import,1983,Small Arms Ammunition,,13043920,Yes
All Countries,Import,1983,Small Arms,,60944330,Yes
Argentina,Import,1983,Small Arms Ammunition,,680,Yes
Argentina,Import,1983,Pistols & Revolvers,,81235,Yes
Argentina,Import,1983,Parts & Accessories,,11383,No
Australia,Import,1983,Parts & Accessories,,9986,No
Australia,Import,1983,Small Arms,,2202,Yes
Australia,Import,1983,Ammunition; Explosives & Missiles,,5654,No
Australia,Import,1983,Small Arms,,31837,Yes
Australia,Import,1983,Small Arms Ammunition,,866,Yes
Austria,Import,1983,Parts & Accessories,,112018,No
Austria,Import,1983,Ammunition; Explosives & Missiles,,70277,No
Austria,Import,1983,Pistols & Revolvers,,154201,Yes
Austria,Import,1983,Small Arms,,455565,Yes
Austria,Import,1983,Small Arms Ammunition,,5124,Yes
Belgium,Import,1983,Parts & Accessories,,1830152,No
Belgium,Import,1983,Small Arms,,2400,Yes
Belgium,Import,1983,Pistols & Revolvers,,1456218,Yes
Belgium,Import,1983,Ammunition; Explosives & Missiles,,88962,No
Belgium,Import,1983,Small Arms Ammunition,,21985,Yes
Belgium,Import,1983,Small Arms,,5764225,Yes
Brazil,Import,1983,Parts & Accessories,,147072,No
Brazil,Import,1983,Pistols & Revolvers,,1629655,Yes
Brazil,Import,1983,Small Arms,,9945,Yes
Brazil,Import,1983,Ammunition; Explosives & Missiles,,85311,No
Brazil,Import,1983,Small Arms,,4792942,Yes
Canada,Import,1983,Parts & Accessories,,589019,No
Canada,Import,1983,Small Arms,,10768,Yes
Canada,Import,1983,Ammunition; Explosives & Missiles,,2090072,No
Canada,Import,1983,Small Arms Ammunition,,55567,Yes
Canada,Import,1983,Small Arms,,162725,Yes
China [PRC],Import,1983,Small Arms,,53960,Yes
China [PRC],Import,1983,Pistols & Revolvers,,10342,Yes
China [PRC],Import,1983,Small Arms,,328212,Yes
China [PRC],Import,1983,Small Arms Ammunition,,394702,Yes
China [PRC],Import,1983,Parts & Accessories,,5199,No
Colombia,Import,1983,Ammunition; Explosives & Missiles,,3239,No
Czechoslovalkia,Import,1983,Pistols & Revolvers,,2103,Yes
Czechoslovalkia,Import,1983,Small Arms,,2639,Yes
Czechoslovalkia,Import,1983,Small Arms Ammunition,,725256,Yes
Czechoslovalkia,Import,1983,Parts & Accessories,,2100,No
Denmark,Import,1983,Small Arms,,16317,Yes
Denmark,Import,1983,Pistols & Revolvers,,7397,Yes
Denmark,Import,1983,Small Arms,,681,Yes
Denmark,Import,1983,Ammunition; Explosives & Missiles,,840908,No
Denmark,Import,1983,Parts & Accessories,,2556,No
Ecuador,Import,1983,Small Arms Ammunition,,1781,Yes
Egypt,Import,1983,Small Arms Ammunition,,19770,Yes
El Salvador,Import,1983,Small Arms,,553,Yes
Finland,Import,1983,Parts & Accessories,,266105,No
Finland,Import,1983,Ammunition; Explosives & Missiles,,120054,No
Finland,Import,1983,Small Arms Ammunition,,55990,Yes
Finland,Import,1983,Small Arms,,1207393,Yes
France,Import,1983,Parts & Accessories,,49270,No
France,Import,1983,Ammunition; Explosives & Missiles,,546141,No
France,Import,1983,Small Arms,,36583,Yes
France,Import,1983,Pistols & Revolvers,,872960,Yes
France,Import,1983,Small Arms Ammunition,,3711,Yes
France,Import,1983,Small Arms,,138501,Yes
German Democratic Republic [former],Import,1983,Small Arms,,8590,Yes
German Democratic Republic [former],Import,1983,Parts & Accessories,,656,No
Germany (Federal Republic),Import,1983,Parts & Accessories,,2196127,No
Germany (Federal Republic),Import,1983,Ammunition; Explosives & Missiles,,1756114,No
Germany (Federal Republic),Import,1983,Small Arms,,411721,Yes
Germany (Federal Republic),Import,1983,Pistols & Revolvers,,3187131,Yes
Germany (Federal Republic),Import,1983,Small Arms Ammunition,,1040649,Yes
Germany (Federal Republic),Import,1983,Small Arms,,5694369,Yes
Guatemala,Import,1983,Small Arms,,2652,Yes
Guatemala,Import,1983,Parts & Accessories,,3707,No
Haiti,Import,1983,Small Arms,,3770,Yes
Honduras,Import,1983,Small Arms,,678,Yes
Hong Kong,Import,1983,Parts & Accessories,,1383,No
Hong Kong,Import,1983,Small Arms,,52768,Yes
Hong Kong,Import,1983,Small Arms,,1293,Yes
Hong Kong,Import,1983,Small Arms Ammunition,,83901,Yes
Hungary,Import,1983,Small Arms Ammunition,,370821,Yes
Hungary,Import,1983,Pistols & Revolvers,,2230,Yes
Hungary,Import,1983,Ammunition; Explosives & Missiles,,59925,No
India,Import,1983,Small Arms,,6751,Yes
India,Import,1983,Small Arms Ammunition,,990,Yes
India,Import,1983,Ammunition; Explosives & Missiles,,3349,No
India,Import,1983,Small Arms,,247425,Yes
India,Import,1983,Parts & Accessories,,33707,No
Israel,Import,1983,Ammunition; Explosives & Missiles,,930843,No
Israel,Import,1983,Small Arms,,4844,Yes
Israel,Import,1983,Pistols & Revolvers,,5292,Yes
Israel,Import,1983,Small Arms,,2844125,Yes
Israel,Import,1983,Small Arms Ammunition,,520814,Yes
Israel,Import,1983,Parts & Accessories,,80845,No
Italy,Import,1983,Parts & Accessories,,5910988,No
Italy,Import,1983,Small Arms,,10346,Yes
Italy,Import,1983,Pistols & Revolvers,,2841795,Yes
Italy,Import,1983,Ammunition; Explosives & Missiles,,182138,No
Italy,Import,1983,Small Arms Ammunition,,84095,Yes
Italy,Import,1983,Small Arms,,10801820,Yes
Japan,Import,1983,Parts & Accessories,,15571600,No
Japan,Import,1983,Small Arms,,1498626,Yes
Japan,Import,1983,Ammunition; Explosives & Missiles,,337696,No
Japan,Import,1983,Small Arms Ammunition,,2552,Yes
Japan,Import,1983,Small Arms,,19278610,Yes
Korea; South,Import,1983,Small Arms Ammunition,,5816828,Yes
Korea; South,Import,1983,Small Arms,,7706,Yes
Korea; South,Import,1983,Small Arms,,90906,Yes
Korea; South,Import,1983,Ammunition; Explosives & Missiles,,904051,No
Korea; South,Import,1983,Parts & Accessories,,22352,No
Mali,Import,1983,Small Arms,,1100,Yes
Mauritius,Import,1983,Small Arms,,580,Yes
Mexico,Import,1983,Ammunition; Explosives & Missiles,,697034,No
Mexico,Import,1983,Small Arms,,1004,Yes
Mexico,Import,1983,Small Arms Ammunition,,580003,Yes
Mexico,Import,1983,Small Arms,,73175,Yes
Netherlands,Import,1983,Ammunition; Explosives & Missiles,,102076,No
Netherlands,Import,1983,Small Arms,,1216,Yes
Netherlands,Import,1983,Small Arms,,19481,Yes
New Zealand,Import,1983,Parts & Accessories,,4183,No
New Zealand,Import,1983,Small Arms,,2545,Yes
Norway,Import,1983,Ammunition; Explosives & Missiles,,8801,No
