country,importOrExport,year,weapons_Type,units,value,smallArmsOnly
Hungary,Export,2001-02,Pistols and Revolvers,3,7500,Yes
Iceland,Export,2001-02,Cartridges 22 to 50 Calibre,94000,8449,Yes
Iceland,Export,2001-02,Non-Military Rifles,52,26830,Yes
Iceland,Export,2001-02,Rifle and Carbine Parts,,4024,Yes
Indonesia,Export,2001-02,Unspecified Ammunition and Explosives,,28000,No
Ireland,Export,2001-02,Cartridges 22 to 50 Calibre,5112200,132688,Yes
Ireland,Export,2001-02,Grenade Launchers,3,4470,Yes
Ireland,Export,2001-02,Non-Military Rifles,571,208103,Yes
Ireland,Export,2001-02,Pistols and Revolver Parts,,61,Yes
Israel,Export,2001-02,Ammunition Raw Materials and Maintenance Equipment,,36746730,No
Israel,Export,2001-02,Cartridges 20mm to 40mm,57685,1939995,No
Israel,Export,2001-02,Detonators,,149546,No
Israel,Export,2001-02,Explosives,,28380,No
Israel,Export,2001-02,Miscellaneous Parts & Components,,3458644,No
Israel,Export,2001-02,Missile Spare Parts,,30809510,No
Israel,Export,2001-02,Carbines,1585,1783030,Yes
Israel,Export,2001-02,Cartridges 22 to 50 Calibre,10003000,787647,Yes
Israel,Export,2001-02,Grenade Launchers,515,508746,Yes
Israel,Export,2001-02,M16 Parts,,1517290,Yes
Israel,Export,2001-02,M16 Rifles,7996,7153526,Yes
Israel,Export,2001-02,Machine Guns,1,3000,Yes
Israel,Export,2001-02,Non-Military Rifles,715,4547067,Yes
Israel,Export,2001-02,Pistols and Revolver Parts,,3058887,Yes
Israel,Export,2001-02,Pistols and Revolvers,5374,1623605,Yes
Israel,Export,2001-02,Rifle and Carbine Parts,3,374349,Yes
Israel,Export,2001-02,Sub Machine Gun Parts,,2207994,Yes
Israel,Export,2001-02,Carbines,,1294000,Yes
Israel,Export,2001-02,Missile Spare Parts,,3156000,No
Israel,Export,2001-02,Mortar Rounds,,29000,No
Israel,Export,2001-02,Unspecified Ammunition and Explosives,,6357000,No
Israel,Export,2001-02,Unspecified Ammunition and Explosives,,710000,No
Italy,Export,2001-02,Missile Spare Parts,,1880885,Yes
Italy,Export,2001-02,Ammunition Raw Materials and Maintenance Equipment,,1275074,No
Italy,Export,2001-02,Detonators,10150,118087,No
Italy,Export,2001-02,Explosives,,158612,No
Italy,Export,2001-02,Miscellaneous Parts & Components,,282732,No
Italy,Export,2001-02,Missile Spare Parts,,34256180,No
Italy,Export,2001-02,Carbines,4,9385,Yes
Italy,Export,2001-02,Cartridges 22 to 50 Calibre,5781300,1161843,Yes
Italy,Export,2001-02,Grenade Launchers,36,102488,Yes
Italy,Export,2001-02,M16 Parts,,952,Yes
Italy,Export,2001-02,Machine Guns,6,85224,Yes
Italy,Export,2001-02,Non-Military Rifles,3947,2686170,Yes
Italy,Export,2001-02,Pistols and Revolver Parts,,122063,Yes
Italy,Export,2001-02,Pistols and Revolvers,2002,798772,Yes
Italy,Export,2001-02,Rifle and Carbine Parts,,32454,Yes
Italy,Export,2001-02,Missile Spare Parts,,150000,Yes
Italy,Export,2001-02,Missile Spare Parts,,260000,No
Italy,Export,2001-02,Unspecified Ammunition and Explosives,,618000,No
Jamaica,Export,2001-02,Cartridges 22 to 50 Calibre,3305000,454883,Yes
Jamaica,Export,2001-02,M16 Rifles,500,636501,Yes
Jamaica,Export,2001-02,Pistols and Revolver Parts,,198540,Yes
Jamaica,Export,2001-02,Pistols and Revolvers,922,466033,Yes
Japan,Export,2001-02,Ammunition Raw Materials and Maintenance Equipment,,622968,No
Japan,Export,2001-02,Detonators,,198152,No
Japan,Export,2001-02,Explosives,,3198,No
Japan,Export,2001-02,Miscellaneous Parts & Components,,165508,No
Japan,Export,2001-02,Missile Spare Parts,,347096100,No
Japan,Export,2001-02,Cartridges 22 to 50 Calibre,3577000,676276,Yes
Japan,Export,2001-02,Grenade Launchers,2,134357,Yes
Japan,Export,2001-02,Non-Military Rifles,956,706275,Yes
Japan,Export,2001-02,Pistols and Revolver Parts,,47439,Yes
Japan,Export,2001-02,Pistols and Revolvers,9163,2909117,Yes
Japan,Export,2001-02,Rifle and Carbine Parts,,309281,Yes
Japan,Export,2001-02,Missile Spare Parts,,9436789,Yes
Jordan,Export,2001-02,Missile Spare Parts,,3733000,No
Jordan,Export,2001-02,Mortar Rounds,,373000,No
Jordan,Export,2001-02,Unspecified Ammunition and Explosives,,266000,No
Jordan,Export,2001-02,Cartridges 22 to 50 Calibre,441000,121645,Yes
Jordan,Export,2001-02,M16 Parts,,58278,Yes
Jordan,Export,2001-02,M16 Rifles,400,390940,Yes
Jordan,Export,2001-02,Machine Guns,1,22790,Yes
Jordan,Export,2001-02,Non-Military Rifles,120,247180,Yes
Jordan,Export,2001-02,Pistols and Revolver Parts,,2997,Yes
Jordan,Export,2001-02,Pistols and Revolvers,36,37128,Yes
Jordan,Export,2001-02,Rifle and Carbine Parts,,4300,Yes
Jordan,Export,2001-02,Cartridges 37/40mm to 75mm,2000,10500,No
Jordan,Export,2001-02,Military Rifles,8,10176,Yes
Kenya,Export,2001-02,Pistols and Revolvers,10,11814,Yes
Kenya,Export,2001-02,Unspecified Ammunition and Explosives,,11000,No
Korea; South,Export,2001-02,Ammunition Raw Materials and Maintenance Equipment,,570535,No
Korea; South,Export,2001-02,Miscellaneous Parts & Components,,112617,No
Korea; South,Export,2001-02,Missile Spare Parts,,20837300,No
Korea; South,Export,2001-02,Cartridges 22 to 50 Calibre,45480,16719,Yes
Korea; South,Export,2001-02,Machine Gun Parts,,263525,Yes
Korea; South,Export,2001-02,Pistols and Revolver Parts,,1319,Yes
Korea; South,Export,2001-02,Pistols and Revolvers,1694,609953,Yes
Korea; South,Export,2001-02,Rifle and Carbine Parts,,30400,Yes
Korea; South,Export,2001-02,Unspecified Ammunition and Explosives,3,874455,Yes
Kuwait,Export,2001-02,Carbines,283,282001,Yes
Kuwait,Export,2001-02,Cartridges 22 to 50 Calibre,33000,5800,Yes
Kuwait,Export,2001-02,Pistols and Revolvers,17,9289,Yes
Kuwait,Export,2001-02,Detonators,,51480,No
Kuwait,Export,2001-02,Miscellaneous Parts & Components,,1400,No
Kuwait,Export,2001-02,Missile Spare Parts,,Not Known,No
Kuwait,Export,2001-02,Carbines,,500,Yes
Kuwait,Export,2001-02,Grenades; Hand and Weapon Types,,35000,Yes
Kuwait,Export,2001-02,Military Rifles,,3408000,Yes
Kuwait,Export,2001-02,Missile Spare Parts,,3323000,No
Kuwait,Export,2001-02,Unspecified Ammunition and Explosives,,1494000,No
Latvia,Export,2001-02,Non-Military Rifles,50,241750,Yes
Lebanon,Export,2001-02,Cartridges 22 to 50 Calibre,2503000,46212,Yes
Lebanon,Export,2001-02,Carbines,,5000,Yes
Lebanon,Export,2001-02,Pistols and Revolvers,,1000,Yes
Lebanon,Export,2001-02,Unspecified Ammunition and Explosives,,39000,No
Liechtenstein,Export,2001-02,Non-Military Rifles,4,85911,Yes
Lithuania,Export,2001-02,Machine Guns,,6000,Yes
Lithuania,Export,2001-02,Military Rifles,,1000,Yes
Luxemburg,Export,2001-02,Missile Spare Parts,,66607,Yes
Luxemburg,Export,2001-02,Grenade Launchers,,2788,Yes
Luxemburg,Export,2001-02,Non-Military Rifles,1,1526,Yes
Luxemburg,Export,2001-02,Pistols and Revolver Parts,,101761,Yes
Luxemburg,Export,2001-02,Rifle and Carbine Parts,,4563,Yes
Luxemburg,Export,2001-02,Miscellaneous Parts & Components,,23400,No
Luxemburg,Export,2001-02,Missile Spare Parts,,60073260,No
Malaysia,Export,2001-02,Ammunition Raw Materials and Maintenance Equipment,,746133,No
Malaysia,Export,2001-02,Detonators,,7114,No
Malaysia,Export,2001-02,Explosives,,196000,No
Malaysia,Export,2001-02,Miscellaneous Parts & Components,,339880,No
Malaysia,Export,2001-02,Non-Military Rifles,12,690331,Yes
Malaysia,Export,2001-02,Pistols and Revolver Parts,,8680,Yes
Malaysia,Export,2001-02,Pistols and Revolvers,34,45118,Yes
Malaysia,Export,2001-02,Rifle and Carbine Parts,,5732,Yes
Malaysia,Export,2001-02,Missile Spare Parts,,7000,No
Malaysia,Export,2001-02,Unspecified Ammunition and Explosives,,387000,No
Malta,Export,2001-02,Pistols and Revolvers,1,730,Yes
Mauritius,Export,2001-02,M16 Rifles,200,155460,Yes
Mauritius,Export,2001-02,Pistols and Revolvers,125,35289,Yes
Mexico,Export,2001-02,Ammunition Raw Materials and Maintenance Equipment,,17020,No
Mexico,Export,2001-02,Miscellaneous Parts & Components,,1461531,No
Mexico,Export,2001-02,Carbines,2470,2472259,Yes
Mexico,Export,2001-02,Cartridges 22 to 50 Calibre,10477710,2289654,Yes
Mexico,Export,2001-02,Non-Military Rifles,41,71765,Yes
Mexico,Export,2001-02,Pistols and Revolver Parts,,87366,Yes
Mexico,Export,2001-02,Pistols and Revolvers,3846,1630798,Yes
Mexico,Export,2001-02,Shotguns,16,6192,Yes
Mexico,Export,2001-02,Military Rifles,500,498631,Yes
Mexico,Export,2001-02,Unspecified Ammunition and Explosives,,22000,No
Micronesia [Federated States of],Export,2001-02,Cartridges 22 to 50 Calibre,54000,10029,Yes
Moldova,Export,2001-02,Detonators,,272815,No
Moldova,Export,2001-02,Pistols and Revolvers,160,29545,Yes
Monaco,Export,2001-02,M16 Rifles,3,2521,Yes
Monaco,Export,2001-02,Non-Military Rifles,3,2341,Yes
Morocco,Export,2001-02,Unspecified Ammunition and Explosives,,378000,No
Namibia,Export,2001-02,Cartridges 22 to 50 Calibre,493700,112615,Yes
Namibia,Export,2001-02,Pistols and Revolvers,450,74000,Yes
NATO,Export,2001-02,Missile Spare Parts,,2203000,No
NATO,Export,2001-02,Unspecified Ammunition and Explosives,,270000,No
Nepal,Export,2001-02,Pistols and Revolver Parts,,7626,Yes
Netherlands,Export,2001-02,Missile Spare Parts,,1000000,Yes
Netherlands,Export,2001-02,Ammunition Raw Materials and Maintenance Equipment,,1271078,No
Netherlands,Export,2001-02,Cartridges 20mm to 40mm,100,100,No
Netherlands,Export,2001-02,Explosives,,18714,No
Netherlands,Export,2001-02,Missile Spare Parts,,13564620,No
Netherlands,Export,2001-02,Cartridges 22 to 50 Calibre,4575000,84026,Yes
Netherlands,Export,2001-02,Non-Military Rifles,11,28340,Yes
Netherlands,Export,2001-02,Pistols and Revolver Parts,,245309,Yes
Netherlands,Export,2001-02,Pistols and Revolvers,32,38741,Yes
Netherlands,Export,2001-02,Rifle and Carbine Parts,,1357,Yes
Netherlands,Export,2001-02,Unspecified Ammunition and Explosives,,620000,No
Netherlands,Export,2001-02,Missile Spare Parts,,1921000,No
Netherlands,Export,2001-02,Unspecified Ammunition and Explosives,,2029000,No
Netherlands Antilles,Export,2001-02,Cartridges 22 to 50 Calibre,458250,43367,Yes
New Caledonia,Export,2001-02,Cartridges 22 to 50 Calibre,917800,118038,Yes
New Caledonia,Export,2001-02,Non-Military Rifles,610,213143,Yes
New Caledonia,Export,2001-02,Pistols and Revolver Parts,,438,Yes
New Caledonia,Export,2001-02,Rifle and Carbine Parts,,260,Yes
New Caledonia,Export,2001-02,Military Rifles,1,1150,Yes
New Zealand,Export,2001-02,Ammunition Raw Materials and Maintenance Equipment,,520647,No
New Zealand,Export,2001-02,Explosives,,240000,No
New Zealand,Export,2001-02,Miscellaneous Parts & Components,,12650000,No
New Zealand,Export,2001-02,Missile Spare Parts,,59198,No
New Zealand,Export,2001-02,Carbines,4,3318,Yes
New Zealand,Export,2001-02,Cartridges 22 to 50 Calibre,27757300,3475244,Yes
New Zealand,Export,2001-02,Grenade Launcher Parts,,16380,Yes
New Zealand,Export,2001-02,M16 Parts,,2022,Yes
New Zealand,Export,2001-02,Machine Gun Parts,,59200,Yes
New Zealand,Export,2001-02,Non-Military Rifles,1608,1128286,Yes
New Zealand,Export,2001-02,Pistols and Revolver Parts,,617099,Yes
New Zealand,Export,2001-02,Pistols and Revolvers,112,119664,Yes
New Zealand,Export,2001-02,Rifle and Carbine Parts,,14970,Yes
New Zealand,Export,2001-02,Unspecified Ammunition and Explosives,,2000,No
New Zealand,Export,2001-02,Unspecified Ammunition and Explosives,,49000,No
New Zealand,Export,2001-02,Missile Spare Parts,,23000,No
New Zealand,Export,2001-02,Unspecified Ammunition and Explosives,,427000,No
Nicaragua,Export,2001-02,Cartridges 22 to 50 Calibre,1757000,67167,Yes
Nicaragua,Export,2001-02,Non-Military Rifles,660,245654,Yes
Nicaragua,Export,2001-02,Pistols and Revolvers,555,77144,Yes
Norway,Export,2001-02,Ammunition Raw Materials and Maintenance Equipment,,752090,No
Norway,Export,2001-02,Explosives,,3321,No
Norway,Export,2001-02,Miscellaneous Parts & Components,,2290889,No
Norway,Export,2001-02,Missile Spare Parts,,808475,No
Norway,Export,2001-02,Cartridges 22 to 50 Calibre,7300100,1113060,Yes
Norway,Export,2001-02,Non-Military Rifles,2169,1249701,Yes
Norway,Export,2001-02,Pistols and Revolver Parts,,992527,Yes
Norway,Export,2001-02,Pistols and Revolvers,964,261275,Yes
Norway,Export,2001-02,Rifle and Carbine Parts,13,90319,Yes
Norway,Export,2001-02,Military Rifles,5,20411,Yes
Norway,Export,2001-02,Machine Guns,,1000,Yes
Norway,Export,2001-02,Missile Spare Parts,,500,No
Norway,Export,2001-02,Unspecified Ammunition and Explosives,,249000,No
Oman,Export,2001-02,Cartridges 22 to 50 Calibre,,110,Yes
Oman,Export,2001-02,M16 Parts,,19098,Yes
Oman,Export,2001-02,Non-Military Rifles,15,6839,Yes
Oman,Export,2001-02,Pistols and Revolvers,10,5636,Yes
Oman,Export,2001-02,Detonators,,23760,No
Oman,Export,2001-02,Explosives,,29329,No
Oman,Export,2001-02,Missile Spare Parts,,93750,No
Oman,Export,2001-02,Machine Guns,,8000,Yes
Oman,Export,2001-02,Missile Spare Parts,,38000,No
Oman,Export,2001-02,Unspecified Ammunition and Explosives,,7000,No
Pakistan,Export,2001-02,Missile Spare Parts,,569000,No
Panama,Export,2001-02,Cartridges 22 to 50 Calibre,432500,40188,Yes
Panama,Export,2001-02,Pistols and Revolvers,259,124823,Yes
Papua New Guinea,Export,2001-02,Non-Military Rifles,100,59800,Yes
Papua New Guinea,Export,2001-02,Pistols and Revolver Parts,,115,Yes
Paraguay,Export,2001-02,Ammunition Raw Materials and Maintenance Equipment,,10050,No
Peru,Export,2001-02,Ammunition Raw Materials and Maintenance Equipment,,3961,No
Peru,Export,2001-02,Cartridges 22 to 50 Calibre,3743000,638451,Yes
Peru,Export,2001-02,Non-Military Rifles,414,163523,Yes
Peru,Export,2001-02,Pistols and Revolver Parts,,6190,Yes
Peru,Export,2001-02,Pistols and Revolvers,1095,124196,Yes
Philippines,Export,2001-02,Ammunition Raw Materials and Maintenance Equipment,,752990,No
Philippines,Export,2001-02,Cartridges 22 to 50 Calibre,351588,202664,Yes
Philippines,Export,2001-02,M16 Rifles,46,106482,Yes
Philippines,Export,2001-02,Non-Military Rifles,484,178711,Yes
Philippines,Export,2001-02,Pistols and Revolver Parts,,199575,Yes
Philippines,Export,2001-02,Pistols and Revolvers,5024,2441707,Yes
Philippines,Export,2001-02,Rifle and Carbine Parts,,103334,Yes
Philippines,Export,2001-02,Military Rifles,,140000,Yes
Philippines,Export,2001-02,Mortars,,444000,No
Philippines,Export,2001-02,Unspecified Ammunition and Explosives,,271000,No
Philippines,Export,2001-02,Unspecified Ammunition and Explosives,,293000,No
Poland,Export,2001-02,Cartridges 22 to 50 Calibre,247500,13433,Yes
Poland,Export,2001-02,Pistols and Revolvers,224,47371,Yes
Poland,Export,2001-02,Rifle and Carbine Parts,,10056,Yes
Poland,Export,2001-02,Missile Spare Parts,,103000,No
Portugal,Export,2001-02,Ammunition Raw Materials and Maintenance Equipment,,28254,No
Portugal,Export,2001-02,Cartridges 22 to 50 Calibre,1495000,265669,Yes
Portugal,Export,2001-02,Machine Gun Parts,,6912,Yes
Portugal,Export,2001-02,Non-Military Rifles,134,104938,Yes
Portugal,Export,2001-02,Pistols and Revolver Parts,,23235,Yes
Portugal,Export,2001-02,Pistols and Revolvers,1720,441356,Yes
Portugal,Export,2001-02,Rifle and Carbine Parts,2010,36647,Yes
Portugal,Export,2001-02,Missile Spare Parts,,5000,No
Portugal,Export,2001-02,Unspecified Ammunition and Explosives,,839000,No
Qatar,Export,2001-02,Ammunition Raw Materials and Maintenance Equipment,,5444,No
Qatar,Export,2001-02,Cartridges 22 to 50 Calibre,500000,168000,Yes
Russia / USSR (Former),Export,2001-02,Missile Spare Parts,,30000,No
Russia / USSR (Former),Export,2001-02,Non-Military Rifles,18,13163,Yes
Saudi Arabia,Export,2001-02,Ammunition Raw Materials and Maintenance Equipment,,1313846,No
Saudi Arabia,Export,2001-02,Cartridges 20mm to 40mm,,317500,No
Saudi Arabia,Export,2001-02,Missile Spare Parts,,5457714,No
Saudi Arabia,Export,2001-02,Cartridges 22 to 50 Calibre,500,58,Yes
Saudi Arabia,Export,2001-02,Machine Guns,,110000,Yes
Saudi Arabia,Export,2001-02,Unspecified Launchers,,1000,Yes
Saudi Arabia,Export,2001-02,Missile Spare Parts,,15595000,No
Saudi Arabia,Export,2001-02,Unspecified Ammunition and Explosives,,9618000,No
Singapore,Export,2001-02,Ammunition Raw Materials and Maintenance Equipment,,14074,No
Singapore,Export,2001-02,Detonators,,691355,No
Singapore,Export,2001-02,Explosives,,537990,No
Singapore,Export,2001-02,Miscellaneous Parts & Components,,12342300,No
Singapore,Export,2001-02,Missile Spare Parts,,7401541,No
Singapore,Export,2001-02,Mortar Rounds,,41511,No
Singapore,Export,2001-02,Cartridges 22 to 50 Calibre,5776000,599893,Yes
Singapore,Export,2001-02,Grenade Launcher Parts,,75194,Yes
Singapore,Export,2001-02,Non-Military Rifles,79,85476,Yes
Singapore,Export,2001-02,Pistols and Revolver Parts,60,259498,Yes
Singapore,Export,2001-02,Pistols and Revolvers,330,258803,Yes
Singapore,Export,2001-02,Rifle and Carbine Parts,,88000,Yes
Singapore,Export,2001-02,Unspecified Launchers,,232000,No
Singapore,Export,2001-02,Grenades; Hand and Weapon Types,,238000,Yes
Singapore,Export,2001-02,Unspecified Ammunition and Explosives,,615000,No
Singapore,Export,2001-02,Missile Spare Parts,,1574000,No
Singapore,Export,2001-02,Unspecified Ammunition and Explosives,,1031000,No
Slovakia,Export,2001-02,Ammunition Raw Materials and Maintenance Equipment,,2049,No
Slovakia,Export,2001-02,Cartridges 22 to 50 Calibre,8987000,68409,Yes
Slovakia,Export,2001-02,Non-Military Rifles,60,17011,Yes
Slovakia,Export,2001-02,Pistols and Revolvers,50,18513,Yes
Slovenia,Export,2001-02,Cartridges 22 to 50 Calibre,10000,75000,Yes
Slovenia,Export,2001-02,Non-Military Rifles,1,8650,Yes
Slovenia,Export,2001-02,Pistols and Revolvers,87,29518,Yes
South Africa,Export,2001-02,Ammunition Raw Materials and Maintenance Equipment,,1170634,No
South Africa,Export,2001-02,Cartridges 22 to 50 Calibre,2290450,511728,Yes
South Africa,Export,2001-02,Non-Military Rifles,1298,310266,Yes
South Africa,Export,2001-02,Pistols and Revolver Parts,750,149032,Yes
South Africa,Export,2001-02,Pistols and Revolvers,2651,1042633,Yes
South Africa,Export,2001-02,Rifle and Carbine Parts,,160593,Yes
Spain,Export,2001-02,Ammunition Raw Materials and Maintenance Equipment,,444005,No
Spain,Export,2001-02,Cartridges 20mm to 40mm,2496,123000,No
Spain,Export,2001-02,Detonators,,369750,No
Spain,Export,2001-02,Missile Spare Parts,,13561790,No
Spain,Export,2001-02,Cartridges 22 to 50 Calibre,7997400,622242,Yes
Spain,Export,2001-02,Non-Military Rifles,5013,2237332,Yes
Spain,Export,2001-02,Pistols and Revolver Parts,,37599,Yes
Spain,Export,2001-02,Pistols and Revolvers,933,725950,Yes
Spain,Export,2001-02,Rifle and Carbine Parts,,3074,Yes
Spain,Export,2001-02,Missile Spare Parts,,449000,No
Spain,Export,2001-02,Unspecified Ammunition and Explosives,,1863000,No
Sri Lanka,Export,2001-02,Ammunition Raw Materials and Maintenance Equipment,,15900,No
Sri Lanka,Export,2001-02,Carbines,20,21065,Yes
Sri Lanka,Export,2001-02,Cartridges 22 to 50 Calibre,375000,20413,Yes
Sri Lanka,Export,2001-02,Grenade Launchers,,1000,Yes
Sri Lanka,Export,2001-02,Non-Military Rifles,1,250,Yes
Sri Lanka,Export,2001-02,Pistols and Revolvers,10,4505,Yes
St. Kitts-Nevis,Export,2001-02,Cartridges 22 to 50 Calibre,800,170,Yes
St. Kitts-Nevis,Export,2001-02,Pistols and Revolvers,8,4611,Yes
St. Lucia,Export,2001-02,Cartridges 22 to 50 Calibre,267000,27660,Yes
St. Lucia,Export,2001-02,M16 Rifles,4,2942,Yes
St. Lucia,Export,2001-02,Pistols and Revolvers,132,64560,Yes
St. Vincent and the Grenadines,Export,2001-02,Pistols and Revolvers,23,3775,Yes
Surinam,Export,2001-02,Pistols and Revolvers,130,92133,Yes
Sweden,Export,2001-02,Ammunition Raw Materials and Maintenance Equipment,,366985,No
Sweden,Export,2001-02,Explosives,,32525,No
Sweden,Export,2001-02,Missile Spare Parts,,1163465,No
Sweden,Export,2001-02,Cartridges 22 to 50 Calibre,3109200,20740,Yes
Sweden,Export,2001-02,Grenades; Hand and Weapon Types,,Not Known,Yes
Sweden,Export,2001-02,M16 Rifles,2,4370,Yes
Sweden,Export,2001-02,Non-Military Rifles,1262,676274,Yes
Sweden,Export,2001-02,Pistols and Revolver Parts,,310993,Yes
Sweden,Export,2001-02,Pistols and Revolvers,38,33099,Yes
Sweden,Export,2001-02,Rifle and Carbine Parts,,7304,Yes
Sweden,Export,2001-02,Missile Spare Parts,,565654,Yes
Sweden,Export,2001-02,Missile Spare Parts,,270000,No
Switzerland,Export,2001-02,Ammunition Raw Materials and Maintenance Equipment,,462327,No
Switzerland,Export,2001-02,Miscellaneous Parts & Components,,467840,No
Switzerland,Export,2001-02,Missile Spare Parts,,4672227,No
Switzerland,Export,2001-02,M16 Parts,,1500,Yes
Switzerland,Export,2001-02,Non-Military Rifles,331,876878,Yes
Switzerland,Export,2001-02,Pistols and Revolver Parts,,635664,Yes
Switzerland,Export,2001-02,Pistols and Revolvers,1502,560376,Yes
Switzerland,Export,2001-02,Rifle and Carbine Parts,,59342,Yes
Switzerland,Export,2001-02,Shotguns,20,6005,Yes
Switzerland,Export,2001-02,Missile Spare Parts,,6900,Yes
Switzerland,Export,2001-02,Missile Spare Parts,,1000,No
Switzerland,Export,2001-02,Unspecified Ammunition and Explosives,,762000,No
Taiwan [ROC],Export,2001-02,Cartridges 22 to 50 Calibre,1001000,118892,Yes
Taiwan [ROC],Export,2001-02,Sub Machine Guns,600,600000,Yes
Taiwan [ROC],Export,2001-02,Missile Spare Parts,,500701,No
Tanzania,Export,2001-02,Cartridges 22 to 50 Calibre,1175,1534,Yes
Tanzania,Export,2001-02,Non-Military Rifles,1,1200,Yes
Tanzania,Export,2001-02,Pistols and Revolver Parts,,237,Yes
Tanzania,Export,2001-02,Pistols and Revolvers,302,43992,Yes
Thailand,Export,2001-02,Ammunition Raw Materials and Maintenance Equipment,,922911,No
Thailand,Export,2001-02,Cartridges 37/40mm to 75mm,10000,72900,No
Thailand,Export,2001-02,Miscellaneous Parts & Components,,318395,No
Thailand,Export,2001-02,Missile Spare Parts,,300,No
Thailand,Export,2001-02,Cartridges 22 to 50 Calibre,27201640,726230,Yes
Thailand,Export,2001-02,M16 Parts,,140643,Yes
Thailand,Export,2001-02,M16 Rifles,1,2925,Yes
Thailand,Export,2001-02,Non-Military Rifles,2020,400448,Yes
Thailand,Export,2001-02,Pistols and Revolver Parts,,189047,Yes
Thailand,Export,2001-02,Pistols and Revolvers,4402,2188479,Yes
Thailand,Export,2001-02,Rifle and Carbine Parts,,98135,Yes
Thailand,Export,2001-02,Machine Guns,,Not Known,Yes
Thailand,Export,2001-02,Military Rifles,,8000,Yes
Thailand,Export,2001-02,Unspecified Ammunition and Explosives,,102000,No
Thailand,Export,2001-02,Missile Spare Parts,,477000,No
Thailand,Export,2001-02,Unspecified Ammunition and Explosives,,1846000,No
Tonga Islands,Export,2001-02,Machine Guns,,5000,Yes
Tonga Islands,Export,2001-02,Unspecified Ammunition and Explosives,,34000,No
Trinidad and Tobago,Export,2001-02,Ammunition Raw Materials and Maintenance Equipment,,475,No
Trinidad and Tobago,Export,2001-02,Cartridges 22 to 50 Calibre,1881500,252296,Yes
Trinidad and Tobago,Export,2001-02,Non-Military Rifles,1,165,Yes
Trinidad and Tobago,Export,2001-02,Pistols and Revolver Parts,,1405,Yes
Trinidad and Tobago,Export,2001-02,Pistols and Revolvers,461,207179,Yes
Trinidad and Tobago,Export,2001-02,Rifle and Carbine Parts,,500,Yes
Tunisia,Export,2001-02,Machine Guns,,21000,Yes
Tunisia,Export,2001-02,Missile Spare Parts,,79000,No
Tunisia,Export,2001-02,Unspecified Ammunition and Explosives,,38000,No
Turkey,Export,2001-02,Ammunition Raw Materials and Maintenance Equipment,,1958451,No
Turkey,Export,2001-02,Explosives,,3962,No
Turkey,Export,2001-02,Miscellaneous Parts & Components,,199714,No
Turkey,Export,2001-02,Missile Spare Parts,,357544,No
Turkey,Export,2001-02,Cartridges 22 to 50 Calibre,60000,944580,Yes
Turkey,Export,2001-02,MANPAD Missiles & Launchers,1640,29825,Yes
Turkey,Export,2001-02,Pistols and Revolvers,38,30797,Yes
Turkey,Export,2001-02,Missile Spare Parts,,4284741,Yes
Turkey,Export,2001-02,Missile Spare Parts,,3583000,No
Turkey,Export,2001-02,Unspecified Ammunition and Explosives,,6326000,No
Turks and Caicos,Export,2001-02,Cartridges 22 to 50 Calibre,1000,28710,Yes
Turks and Caicos,Export,2001-02,Pistols and Revolvers,1,269,Yes
United Arab Emirates,Export,2001-02,Ammunition Raw Materials and Maintenance Equipment,,11209230,No
United Arab Emirates,Export,2001-02,Detonators,,960,No
United Arab Emirates,Export,2001-02,Miscellaneous Parts & Components,,22126,No
United Arab Emirates,Export,2001-02,Missile Spare Parts,,4500,No
United Arab Emirates,Export,2001-02,Carbines,5000,4615850,Yes
United Arab Emirates,Export,2001-02,Cartridges 22 to 50 Calibre,101200,35061,Yes
United Arab Emirates,Export,2001-02,Grenade Launchers,,146590,Yes
United Arab Emirates,Export,2001-02,M16 Parts,,50529,Yes
United Arab Emirates,Export,2001-02,M16 Rifles,6500,7699701,Yes
United Arab Emirates,Export,2001-02,Non-Military Rifles,436,354981,Yes
United Arab Emirates,Export,2001-02,Pistols and Revolvers,40,43626,Yes
United Arab Emirates,Export,2001-02,Machine Guns,,173000,Yes
United Arab Emirates,Export,2001-02,Missile Spare Parts,,1801000,No
United Arab Emirates,Export,2001-02,Unspecified Ammunition and Explosives,,879500,No
United Kingdom,Export,2001-02,Ammunition Raw Materials and Maintenance Equipment,,4075166,No
United Kingdom,Export,2001-02,Explosives,,6655,No
United Kingdom,Export,2001-02,Miscellaneous Parts & Components,,943883,No
United Kingdom,Export,2001-02,Missile Spare Parts,,52193190,No
United Kingdom,Export,2001-02,Mortar Rounds,1316,1803000,No
United Kingdom,Export,2001-02,Mortars,,33288,No
United Kingdom,Export,2001-02,Cartridges 22 to 50 Calibre,23343760,3171254,Yes
United Kingdom,Export,2001-02,M16 Rifles,10,12336,Yes
United Kingdom,Export,2001-02,Machine Gun Parts,,25823,Yes
United Kingdom,Export,2001-02,MANPAD Missiles & Launchers,3,1041174,Yes
United Kingdom,Export,2001-02,Non-Military Rifles,3160,1312685,Yes
United Kingdom,Export,2001-02,Pistols and Revolver Parts,,1230257,Yes
United Kingdom,Export,2001-02,Pistols and Revolvers,1259,306772,Yes
United Kingdom,Export,2001-02,Rifle and Carbine Parts,23,660647,Yes
United Kingdom,Export,2001-02,Missile Spare Parts,,2861000,No
United Kingdom,Export,2001-02,Mortar Rounds,,2710000,No
