country,importOrExport,year,weapons_Type,units,value,smallArmsOnly
Philippines,Export,1999,Pistols & Revolvers (930200),1904,897708,Yes
Philippines,Export,1999,Sporting & Hunting Shotguns (930320),155,30766,Yes
Poland,Export,1999,Sporting & Hunting Shotguns (930320),471,59417,Yes
Poland,Export,1999,Pistols & Revolvers (930200),194,51391,Yes
Poland,Export,1999,Small Arms Ammunition (930630),29000,3625,Yes
Portugal,Export,1999,Bombs; Grenades; Ammunition; Mines; & Others (930690),,72460,No
Portugal,Export,1999,Small Arms Ammunition (930630),607000,209960,Yes
Portugal,Export,1999,Shotgun Cartridges (930621),2607000,351469,Yes
Portugal,Export,1999,Parts & accessories of Military Weapons (930590),,39179,No
Portugal,Export,1999,Parts & accessories of shotguns or rifles (930529),,122692,Yes
Portugal,Export,1999,Pistols & Revolvers (930200),302,82470,Yes
Portugal,Export,1999,Sporting & Hunting Shotguns (930320),1033,203576,Yes
Portugal,Export,1999,Sporting & Hunting Rifles (930330),43,10670,Yes
Portugal,Export,1999,Parts & accessories of revolvers or pistols (930510),,16500,Yes
Portugal,Export,1999,Shotgun barrels (930521),16067,1050745,Yes
Qatar,Export,1999,Parts & accessories of Military Weapons (930590),,70026,No
Qatar,Export,1999,Shotgun Cartridges (930621),40000,5327,Yes
Russia / USSR (Former),Export,1999,Air gun pellets; lead shot; parts of shotgun cartridges (930629),,48281,Yes
Russia / USSR (Former),Export,1999,Parts & accessories of Military Weapons (930590),,18524,No
Russia / USSR (Former),Export,1999,Parts & accessories of revolvers or pistols (930510),,3449,Yes
Russia / USSR (Former),Export,1999,Sporting & Hunting Rifles (930330),6,3239,Yes
Russia / USSR (Former),Export,1999,Sporting & Hunting Shotguns (930320),55,21503,Yes
Saudi Arabia,Export,1999,Bombs; Grenades; Ammunition; Mines; & Others (930690),,143026112,No
Saudi Arabia,Export,1999,Sporting & Hunting Shotguns (930320),50,9250,Yes
Saudi Arabia,Export,1999,Military Weapons (930100),727,25975899,No
Saudi Arabia,Export,1999,Parts & accessories of Military Weapons (930590),,1392954,No
Saudi Arabia,Export,1999,Air gun pellets; lead shot; parts of shotgun cartridges (930629),,54490,Yes
Saudi Arabia,Export,1999,Small Arms Ammunition (930630),3127383,1177345,Yes
Saudi Arabia,Export,1999,Shotgun Cartridges (930621),26000,3389,Yes
Senegal,Export,1999,Bombs; Grenades; Ammunition; Mines; & Others (930690),,181516,No
Senegal,Export,1999,Parts & accessories of Military Weapons (930590),,7500,No
Senegal,Export,1999,Military Weapons (930100),300,195000,No
Senegal,Export,1999,Pistols & Revolvers (930200),270,20677,Yes
Serbia / Yugoslavia (former) / Serbia & Montenegro (former),Export,1999,Bombs; Grenades; Ammunition; Mines; & Others (930690),,12716,No
Seychelles,Export,1999,Parts & accessories of Military Weapons (930590),,245835,No
Singapore,Export,1999,Parts & accessories of Military Weapons (930590),,2574722,No
Singapore,Export,1999,Parts & accessories of shotguns or rifles (930529),,19462,Yes
Singapore,Export,1999,Small Arms Ammunition (930630),1934112,464127,Yes
Singapore,Export,1999,Small Arms Ammunition (930630),172000,64815,Yes
Singapore,Export,1999,Air gun pellets; lead shot; parts of shotgun cartridges (930629),,45298,Yes
Singapore,Export,1999,Pistols & Revolvers (930200),776,196348,Yes
Singapore,Export,1999,Military Weapons (930100),5138,3331398,No
Singapore,Export,1999,Military Weapons (930100),12,14000,No
Singapore,Export,1999,Sporting & Hunting Shotguns (930320),85,18535,Yes
Singapore,Export,1999,Sporting & Hunting Rifles (930330),1244,69787,Yes
Singapore,Export,1999,Parts & accessories of revolvers or pistols (930510),,139231,Yes
Singapore,Export,1999,Bombs; Grenades; Ammunition; Mines; & Others (930690),,35933529,No
Slovakia,Export,1999,Sporting & Hunting Rifles (930330),50,8225,Yes
Slovakia,Export,1999,Small Arms Ammunition (930630),172000,3142,Yes
Slovenia,Export,1999,Parts & accessories of Military Weapons (930590),,150000,No
South Africa,Export,1999,Parts & accessories of Military Weapons (930590),,114619,No
South Africa,Export,1999,Parts & accessories of shotguns or rifles (930529),,23223,Yes
South Africa,Export,1999,Small Arms Ammunition (930630),1871078,290038,Yes
South Africa,Export,1999,Air gun pellets; lead shot; parts of shotgun cartridges (930629),,36018,Yes
South Africa,Export,1999,Sporting & Hunting Rifles (930330),390,139337,Yes
South Africa,Export,1999,Sporting & Hunting Rifles (930330),73,17291,Yes
South Africa,Export,1999,Parts & accessories of revolvers or pistols (930510),,23410,Yes
South Africa,Export,1999,Shotgun barrels (930521),378,3770,Yes
South Africa,Export,1999,Sporting & Hunting Shotguns (930320),357,71600,Yes
South Africa,Export,1999,Military Weapons (930100),219,38640,No
South Africa,Export,1999,Military Weapons (930100),1,7238,No
South Africa,Export,1999,Pistols & Revolvers (930200),8159,1086444,Yes
Spain,Export,1999,Bombs; Grenades; Ammunition; Mines; & Others (930690),,1551844,No
Spain,Export,1999,Small Arms Ammunition (930630),16494190,1093166,Yes
Spain,Export,1999,Military Weapons (930100),1929,2744419,No
Spain,Export,1999,Military Weapons (930100),489,2019600,No
Spain,Export,1999,Sporting & Hunting Shotguns (930320),3813,528450,Yes
Spain,Export,1999,Sporting & Hunting Shotguns (930320),107,26100,Yes
Spain,Export,1999,Parts & accessories of revolvers or pistols (930510),,86645,Yes
Spain,Export,1999,Sporting & Hunting Rifles (930330),4786,667316,Yes
Spain,Export,1999,Shotgun Cartridges (930621),230000,55365,Yes
Spain,Export,1999,Parts & accessories of shotguns or rifles (930529),,125212,Yes
Spain,Export,1999,Parts & accessories of Military Weapons (930590),,1656867,No
St. Lucia,Export,1999,Small Arms Ammunition (930630),57000,14702,Yes
St. Lucia,Export,1999,Pistols & Revolvers (930200),123,44259,Yes
Sweden,Export,1999,Small Arms Ammunition (930630),16238206,1144489,Yes
Sweden,Export,1999,Small Arms Ammunition (930630),502000,187662,Yes
Sweden,Export,1999,Bombs; Grenades; Ammunition; Mines; & Others (930690),,7344953,No
Sweden,Export,1999,Military Weapons (930100),470,313778,No
Sweden,Export,1999,Military Weapons (930100),169,50000,No
Sweden,Export,1999,Pistols & Revolvers (930200),129,37669,Yes
Sweden,Export,1999,Sporting & Hunting Shotguns (930320),271,109483,Yes
Sweden,Export,1999,Sporting & Hunting Rifles (930330),817,284596,Yes
Sweden,Export,1999,Parts & accessories of revolvers or pistols (930510),,90761,Yes
Sweden,Export,1999,Air gun pellets; lead shot; parts of shotgun cartridges (930629),,14181,Yes
Sweden,Export,1999,Shotgun Cartridges (930621),172000,25315,Yes
Sweden,Export,1999,Parts & accessories of Military Weapons (930590),,159468,No
Sweden,Export,1999,Parts & accessories of shotguns or rifles (930529),,43468,Yes
Switzerland,Export,1999,Bombs; Grenades; Ammunition; Mines; & Others (930690),,13240470,No
Switzerland,Export,1999,Small Arms Ammunition (930630),5323699,742022,Yes
Switzerland,Export,1999,Parts & accessories of shotguns or rifles (930529),,12635,Yes
Switzerland,Export,1999,Parts & accessories of Military Weapons (930590),,20798,No
Switzerland,Export,1999,Shotgun Cartridges (930621),130000,53701,Yes
Switzerland,Export,1999,Air gun pellets; lead shot; parts of shotgun cartridges (930629),,14969,Yes
Switzerland,Export,1999,Parts & accessories of revolvers or pistols (930510),,121983,Yes
Switzerland,Export,1999,Shotgun barrels (930521),48,2957,Yes
Switzerland,Export,1999,Sporting & Hunting Rifles (930330),973,140296,Yes
Switzerland,Export,1999,Sporting & Hunting Shotguns (930320),900,190966,Yes
Switzerland,Export,1999,Pistols & Revolvers (930200),1925,672554,Yes
Switzerland,Export,1999,Military Weapons (930100),279,823720,No
Taiwan (ROC),Export,1999,Military Weapons (930100),14340,17487863,No
Taiwan (ROC),Export,1999,Sporting & Hunting Shotguns (930320),40,30621,Yes
Taiwan (ROC),Export,1999,Bombs; Grenades; Ammunition; Mines; & Others (930690),,37892251,No
Taiwan (ROC),Export,1999,Air gun pellets; lead shot; parts of shotgun cartridges (930629),,83552,Yes
Taiwan (ROC),Export,1999,Small Arms Ammunition (930630),357926424,10436365,Yes
Taiwan (ROC),Export,1999,Parts & accessories of Military Weapons (930590),,2714510,No
Taiwan (ROC),Export,1999,Shotgun Cartridges (930621),6000,5237,Yes
Taiwan (ROC),Export,1999,Parts & accessories of shotguns or rifles (930529),,22050,Yes
Tanzania,Export,1999,Pistols & Revolvers (930200),100,15949,Yes
Thailand,Export,1999,Small Arms Ammunition (930630),26721559,3199283,Yes
Thailand,Export,1999,Bombs; Grenades; Ammunition; Mines; & Others (930690),,1302158,No
Thailand,Export,1999,Sporting & Hunting Shotguns (930320),1544,404728,Yes
Thailand,Export,1999,Military Weapons (930100),24012,16215764,No
Thailand,Export,1999,Pistols & Revolvers (930200),7380,2347551,Yes
Thailand,Export,1999,Pistols & Revolvers (930200),50,33643,Yes
Thailand,Export,1999,Sporting & Hunting Rifles (930330),801,153080,Yes
Thailand,Export,1999,Sporting & Hunting Rifles (930330),14,3360,Yes
Thailand,Export,1999,Shotgun barrels (930521),316,60988,Yes
Thailand,Export,1999,Parts & accessories of revolvers or pistols (930510),,93863,Yes
Thailand,Export,1999,Parts & accessories of shotguns or rifles (930529),,37089,Yes
Thailand,Export,1999,Parts & accessories of Military Weapons (930590),,353575,No
Thailand,Export,1999,Shotgun Cartridges (930621),976000,135835,Yes
Trinidad and Tobago,Export,1999,Small Arms Ammunition (930630),3730000,652770,Yes
Trinidad and Tobago,Export,1999,Shotgun Cartridges (930621),1030000,138414,Yes
Trinidad and Tobago,Export,1999,Air gun pellets; lead shot; parts of shotgun cartridges (930629),,13918,Yes
Trinidad and Tobago,Export,1999,Shotgun barrels (930521),348,3479,Yes
Trinidad and Tobago,Export,1999,Pistols & Revolvers (930200),109,37815,Yes
Trinidad and Tobago,Export,1999,Military Weapons (930100),1,7800,No
Trinidad and Tobago,Export,1999,Military Weapons (930100),1,7800,No
Trinidad and Tobago,Export,1999,Sporting & Hunting Shotguns (930320),100,39166,Yes
Tunisia,Export,1999,Bombs; Grenades; Ammunition; Mines; & Others (930690),,127337,No
Turkey,Export,1999,Bombs; Grenades; Ammunition; Mines; & Others (930690),,72404895,No
Turkey,Export,1999,Small Arms Ammunition (930630),5575956,1603895,Yes
Turkey,Export,1999,Small Arms Ammunition (930630),1109000,350445,Yes
Turkey,Export,1999,Pistols & Revolvers (930200),40,17501,Yes
Turkey,Export,1999,Military Weapons (930100),1315,8212712,No
Turkey,Export,1999,Military Weapons (930100),432,6451018,No
Turkey,Export,1999,Parts & accessories of revolvers or pistols (930510),,5698,Yes
Turkey,Export,1999,Parts & accessories of Military Weapons (930590),,274025,No
Turkey,Export,1999,Parts & accessories of Military Weapons (930590),,9038,No
Turkey,Export,1999,Sporting & Hunting Shotguns (930320),496,62673,Yes
Turkey,Export,1999,Sporting & Hunting Shotguns (930320),496,62673,Yes
Turks and Caicos,Export,1999,Small Arms Ammunition (930630),17000,3939,Yes
Uganda,Export,1999,Sporting & Hunting Shotguns (930320),75,13519,Yes
Ukraine,Export,1999,Sporting & Hunting Shotguns (930320),6,3929,Yes
Ukraine,Export,1999,Parts & accessories of Military Weapons (930590),,12445,No
Ukraine,Export,1999,Parts & accessories of revolvers or pistols (930510),,3666,Yes
United Arab Emirates,Export,1999,Sporting & Hunting Rifles (930330),464,34348,Yes
United Arab Emirates,Export,1999,Pistols & Revolvers (930200),1120,170930,Yes
United Arab Emirates,Export,1999,Military Weapons (930100),22263,13429755,No
United Arab Emirates,Export,1999,Sporting & Hunting Shotguns (930320),41,32065,Yes
United Arab Emirates,Export,1999,Parts & accessories of Military Weapons (930590),,186619,No
United Arab Emirates,Export,1999,Parts & accessories of shotguns or rifles (930529),,112621,Yes
United Arab Emirates,Export,1999,Shotgun Cartridges (930621),223000,32776,Yes
United Arab Emirates,Export,1999,Small Arms Ammunition (930630),10395018,1144732,Yes
United Arab Emirates,Export,1999,Small Arms Ammunition (930630),23833,6090,Yes
United Arab Emirates,Export,1999,Bombs; Grenades; Ammunition; Mines; & Others (930690),,93284726,No
United Arab Emirates,Export,1999,Bombs; Grenades; Ammunition; Mines; & Others (930690),,600000,No
United Kingdom,Export,1999,Bombs; Grenades; Ammunition; Mines; & Others (930690),,115316249,No
United Kingdom,Export,1999,Bombs; Grenades; Ammunition; Mines; & Others (930690),,2799675,No
United Kingdom,Export,1999,Small Arms Ammunition (930630),11301213,2014618,Yes
United Kingdom,Export,1999,Small Arms Ammunition (930630),1322524,157464,Yes
United Kingdom,Export,1999,Shotgun Cartridges (930621),158000,48658,Yes
United Kingdom,Export,1999,Air gun pellets; lead shot; parts of shotgun cartridges (930629),,16401,Yes
United Kingdom,Export,1999,Parts & accessories of Military Weapons (930590),,3015500,No
United Kingdom,Export,1999,Parts & accessories of Military Weapons (930590),,132180,No
United Kingdom,Export,1999,Parts & accessories of shotguns or rifles (930529),,396985,Yes
United Kingdom,Export,1999,Parts & accessories of shotguns or rifles (930529),,8745,Yes
United Kingdom,Export,1999,Parts & accessories of revolvers or pistols (930510),,135722,Yes
United Kingdom,Export,1999,Sporting & Hunting Shotguns (930320),10482,1383537,Yes
United Kingdom,Export,1999,Sporting & Hunting Shotguns (930320),4875,615335,Yes
United Kingdom,Export,1999,Pistols & Revolvers (930200),253,46197,Yes
United Kingdom,Export,1999,Military Weapons (930100),1819,5467002,No
United Kingdom,Export,1999,Military Weapons (930100),1153,738499,No
United Kingdom,Export,1999,Sporting & Hunting Rifles (930330),4931,841566,Yes
United Kingdom,Export,1999,Sporting & Hunting Rifles (930330),1769,258379,Yes
United Kingdom,Export,1999,Shotgun barrels (930521),8,47475,Yes
Uruguay,Export,1999,Small Arms Ammunition (930630),348243,119738,Yes
Uruguay,Export,1999,Shotgun barrels (930521),402,20563,Yes
Uruguay,Export,1999,Sporting & Hunting Rifles (930330),142,33188,Yes
Uruguay,Export,1999,Military Weapons (930100),233,43509,No
Uruguay,Export,1999,Pistols & Revolvers (930200),199,49218,Yes
Uruguay,Export,1999,Sporting & Hunting Shotguns (930320),85,22570,Yes
Uruguay,Export,1999,Parts & accessories of shotguns or rifles (930529),,10762,Yes
Uruguay,Export,1999,Shotgun Cartridges (930621),900000,124175,Yes
Venezuela,Export,1999,Small Arms Ammunition (930630),2678551,360421,Yes
Venezuela,Export,1999,Small Arms Ammunition (930630),281000,8585,Yes
Venezuela,Export,1999,Bombs; Grenades; Ammunition; Mines; & Others (930690),,503310,No
Venezuela,Export,1999,Shotgun Cartridges (930621),5873000,792719,Yes
Venezuela,Export,1999,Parts & accessories of Military Weapons (930590),,117966,No
Venezuela,Export,1999,Air gun pellets; lead shot; parts of shotgun cartridges (930629),,204404,Yes
Venezuela,Export,1999,Parts & accessories of shotguns or rifles (930529),,15834,Yes
Venezuela,Export,1999,Sporting & Hunting Shotguns (930320),8160,1460048,Yes
Venezuela,Export,1999,Parts & accessories of revolvers or pistols (930510),,150048,Yes
Venezuela,Export,1999,Pistols & Revolvers (930200),8143,1584016,Yes
Venezuela,Export,1999,Military Weapons (930100),6402,908152,No
Venezuela,Export,1999,Sporting & Hunting Rifles (930330),1722,207337,Yes
Zimbabwe,Export,1999,Pistols & Revolvers (930200),26,7450,Yes
Zimbabwe,Export,1999,Sporting & Hunting Shotguns (930320),115,14450,Yes
Zimbabwe,Export,1999,Small Arms Ammunition (930630),193000,72122,Yes
Zimbabwe,Export,1999,Small Arms Ammunition (930630),174000,65000,Yes
Andorra,Export,1999-2000,Cartridges 22 to 50 Calibre,21300,12247,Yes
Andorra,Export,1999-2000,Non-Military Rifles,1,1520,Yes
Andorra,Export,1999-2000,Pistols and Revolver Parts,,9768,Yes
Andorra,Export,1999-2000,Rifle and Carbine Parts,,1391,Yes
Angola,Export,1999-2000,Explosives,,42000,No
Antigua & Barbuda,Export,1999-2000,Pistols and Revolvers,5,2635,Yes
Antigua & Barbuda,Export,1999-2000,Military Rifles,100,43000,Yes
Antigua & Barbuda,Export,1999-2000,Unspecified Ammunition and Explosives,,500,Yes
Argentina,Export,1999-2000,Machine Guns,348,46000,Yes
Argentina,Export,1999-2000,Military Rifles,1882,58000,Yes
Argentina,Export,1999-2000,Unspecified Ammunition and Explosives,,3000,No
Argentina,Export,1999-2000,Ammunition Raw Materials and Maintenance Equipment,,416243,No
Argentina,Export,1999-2000,Carbines,277,296355,Yes
Argentina,Export,1999-2000,Cartridges 22 to 50 Calibre,69442500,3423503,Yes
Argentina,Export,1999-2000,Non-Military Rifles,6835,4415955,Yes
Argentina,Export,1999-2000,Pistols and Revolver Parts,,101164,Yes
Argentina,Export,1999-2000,Pistols and Revolvers,5420,2272018,Yes
Argentina,Export,1999-2000,Rifle and Carbine Parts,,32259,Yes
Aruba,Export,1999-2000,Carbines,10,7100,Yes
Aruba,Export,1999-2000,Cartridges 22 to 50 Calibre,258000,29662,Yes
Aruba,Export,1999-2000,Non-Military Rifles,3,17000,Yes
Australia,Export,1999-2000,Ammunition Raw Materials and Maintenance Equipment,3001,4084363,No
Australia,Export,1999-2000,Cartridges 20mm to 40mm,177760,8507527,No
Australia,Export,1999-2000,Explosives,,248250,No
Australia,Export,1999-2000,Miscellaneous Parts & Components,,577072,No
Australia,Export,1999-2000,Carbines,495,567778,Yes
Australia,Export,1999-2000,Cartridges 22 to 50 Calibre,30530060,20440430,Yes
Australia,Export,1999-2000,Grenade Launcher Parts,,44310,Yes
Australia,Export,1999-2000,Grenade Launchers,20,39147,Yes
Australia,Export,1999-2000,M16 Rifles,,1599,Yes
Australia,Export,1999-2000,Machine Gun Parts,,83920,Yes
Australia,Export,1999-2000,Machine Guns,,7600,Yes
Australia,Export,1999-2000,Non-Military Rifles,7593,2881542,Yes
Australia,Export,1999-2000,Pistols and Revolver Parts,,1070153,Yes
Australia,Export,1999-2000,Pistols and Revolvers,7573,1870635,Yes
Australia,Export,1999-2000,Rifle and Carbine Parts,,1516869,Yes
Australia,Export,1999-2000,Shotguns,24,546845,Yes
Austria,Export,1999-2000,Ammunition Raw Materials and Maintenance Equipment,,6199097,No
Austria,Export,1999-2000,Missile Spare Parts,,26000,No
Austria,Export,1999-2000,Unspecified Launchers,1,2120,No
Austria,Export,1999-2000,Cartridges 22 to 50 Calibre,48382100,5211577,Yes
Austria,Export,1999-2000,Grenade Launcher Parts,,313300,Yes
Austria,Export,1999-2000,Grenade Launchers,,577080,Yes
Austria,Export,1999-2000,Non-Military Rifles,50,85477,Yes
Austria,Export,1999-2000,Pistols and Revolver Parts,,122149,Yes
Austria,Export,1999-2000,Pistols and Revolvers,1719,554278,Yes
Austria,Export,1999-2000,Rifle and Carbine Parts,,110040,Yes
Bahamas,Export,1999-2000,Cartridges 22 to 50 Calibre,121000,74325,Yes
Bahamas,Export,1999-2000,Pistols and Revolver Parts,,290,Yes
Bahrain,Export,1999-2000,Cartridges 22 to 50 Calibre,76878,11531,Yes
Bahrain,Export,1999-2000,Cartridges 22 to 50 Calibre,50000,8000,Yes
Bahrain,Export,1999-2000,Cartridges 22 to 50 Calibre,125000,82500,Yes
Bahrain,Export,1999-2000,Cartridges 22 to 50 Calibre,200000,142000,Yes
Bahrain,Export,1999-2000,Cartridges 22 to 50 Calibre,2000,4800,No
Bahrain,Export,1999-2000,Explosives,4000,1200,No
Bahrain,Export,1999-2000,Cartridges 22 to 50 Calibre,4000,320,Yes
Bahrain,Export,1999-2000,Cartridges 22 to 50 Calibre,500000,20000,Yes
Bahrain,Export,1999-2000,Cartridges 22 to 50 Calibre,4000,480,Yes
Bahrain,Export,1999-2000,Cartridges 22 to 50 Calibre,71500,11440,Yes
Bahrain,Export,1999-2000,Cartridges 22 to 50 Calibre,100000,66000,Yes
Bahrain,Export,1999-2000,Cartridges 22 to 50 Calibre,10000,1800,Yes
Bahrain,Export,1999-2000,Cartridges 22 to 50 Calibre,10000,3700,Yes
Bahrain,Export,1999-2000,Machine Guns,179,1085000,Yes
Bahrain,Export,1999-2000,Cartridges up to 22mm,,164000,No
Bahrain,Export,1999-2000,Unspecified Ammunition and Explosives,,7262000,No
Bahrain,Export,1999-2000,Ammunition Raw Materials and Maintenance Equipment,,93400,No
Bahrain,Export,1999-2000,Machine Gun Parts,,1800,Yes
Bahrain,Export,1999-2000,Non-Military Rifles,6,10050,Yes
Bahrain,Export,1999-2000,Pistols and Revolver Parts,,670,Yes
Bangladesh,Export,1999-2000,Unspecified Ammunition and Explosives,,28000,No
Bangladesh,Export,1999-2000,Ammunition Raw Materials and Maintenance Equipment,,12500,No
Bangladesh,Export,1999-2000,Explosives,,42000,No
Bangladesh,Export,1999-2000,Pistols and Revolvers,6,23358,Yes
Barbados,Export,1999-2000,Cartridges 22 to 50 Calibre,148900,33012,Yes
Barbados,Export,1999-2000,Non-Military Rifles,13,4615,Yes
Barbados,Export,1999-2000,Pistols and Revolvers,175,86515,Yes
Belgium,Export,1999-2000,Unspecified Ammunition and Explosives,,430000,No
Belgium,Export,1999-2000,Ammunition Raw Materials and Maintenance Equipment,,1081762,No
Belgium,Export,1999-2000,Detonators,,8850,No
Belgium,Export,1999-2000,Missile Spare Parts,,6892,No
Belgium,Export,1999-2000,Cartridges 22 to 50 Calibre,88554330,7909593,Yes
Belgium,Export,1999-2000,Machine Gun Parts,,23050,Yes
Belgium,Export,1999-2000,Non-Military Rifles,5943,1958914,Yes
Belgium,Export,1999-2000,Pistols and Revolver Parts,,767586,Yes
Belgium,Export,1999-2000,Pistols and Revolvers,1822,537662,Yes
Belgium,Export,1999-2000,Rifle and Carbine Parts,,46525,Yes
Belize,Export,1999-2000,Ammunition Raw Materials and Maintenance Equipment,,3428,No
Belize,Export,1999-2000,Cartridges 22 to 50 Calibre,282500,30188,Yes
Belize,Export,1999-2000,Non-Military Rifles,7,1190,Yes
Belize,Export,1999-2000,Pistols and Revolvers,339,90332,Yes
Bermuda,Export,1999-2000,Ammunition Raw Materials and Maintenance Equipment,,29120,No
Bhutan,Export,1999-2000,Pistols and Revolvers,2,,Yes
Bolivia,Export,1999-2000,Cartridges 22 to 50 Calibre,5000000,92420,Yes
Bolivia,Export,1999-2000,Non-Military Rifles,550,227957,Yes
Bolivia,Export,1999-2000,Pistols and Revolvers,1331,283311,Yes
Bolivia,Export,1999-2000,Pistols and Revolvers,280,139000,Yes
Bolivia,Export,1999-2000,Unspecified Ammunition and Explosives,,7000,No
Bolivia,Export,1999-2000,Machine Guns,27,173000,Yes
Bolivia,Export,1999-2000,Riot Control Gun Ammunition,,55000,Yes
Bolivia,Export,1999-2000,Cartridges 37/40mm to 75mm,,51000,No
Bolivia,Export,1999-2000,Cartridges up to 22mm,,11000,No
Bolivia,Export,1999-2000,Unspecified Ammunition and Explosives,,65000,No
Botswana,Export,1999-2000,Unspecified Ammunition and Explosives,,239000,No
Botswana,Export,1999-2000,Non-Military Rifles,1,1138,Yes
Brazil,Export,1999-2000,Carbines,,1000,Yes
Brazil,Export,1999-2000,Cartridges up to 22mm,,266000,No
Brazil,Export,1999-2000,Unspecified Ammunition and Explosives,,1823000,No
Brazil,Export,1999-2000,Ammunition Raw Materials and Maintenance Equipment,,228787,No
Brazil,Export,1999-2000,Miscellaneous Parts & Components,,500000,No
Brazil,Export,1999-2000,Carbines,1400,1111460,Yes
Brazil,Export,1999-2000,Cartridges 22 to 50 Calibre,1136750,944638,Yes
Brazil,Export,1999-2000,Non-Military Rifles,155,98137,Yes
Brazil,Export,1999-2000,Pistols and Revolver Parts,,2064755,Yes
Brazil,Export,1999-2000,Pistols and Revolvers,1243,587308,Yes
Brunei,Export,1999-2000,Pistols and Revolver Parts,,16807,Yes
Bulgaria,Export,1999-2000,Cartridges 22 to 50 Calibre,2562500,237062,Yes
Bulgaria,Export,1999-2000,Non-Military Rifles,2372,593151,Yes
Bulgaria,Export,1999-2000,Pistols and Revolvers,3363,1463522,Yes
Canada,Export,1999-2000,Unspecified Ammunition and Explosives,,1186000,No
Canada,Export,1999-2000,Ammunition Raw Materials and Maintenance Equipment,,6811673,No
Canada,Export,1999-2000,Explosives,,41572,No
Canada,Export,1999-2000,Miscellaneous Parts & Components,,10837,No
Canada,Export,1999-2000,Missile Spare Parts,,3009286,No
Canada,Export,1999-2000,Unspecified Launchers,2,2518,No
Canada,Export,1999-2000,Carbines,516,193884,Yes
Canada,Export,1999-2000,Cartridges 22 to 50 Calibre,275133466,23768590,Yes
Canada,Export,1999-2000,Grenade Launcher Parts,,680536,Yes
Canada,Export,1999-2000,Grenade Launchers,488,1032722,Yes
Canada,Export,1999-2000,Grenades; Hand and Weapon Types,,30240,Yes
Canada,Export,1999-2000,M16 Parts,,2832,Yes
Canada,Export,1999-2000,M16 Rifles,7,5640,Yes
Canada,Export,1999-2000,Machine Guns,5,146645,Yes
Canada,Export,1999-2000,Non-Military Rifles,33836,16994740,Yes
Canada,Export,1999-2000,Pistols and Revolver Parts,,21159920,Yes
Canada,Export,1999-2000,Pistols and Revolvers,111898,50324500,Yes
Canada,Export,1999-2000,Rifle and Carbine Parts,31,2368120,Yes
Canada,Export,1999-2000,Shotguns,295,50013,Yes
Canada,Export,1999-2000,Grenades; Hand and Weapon Types,,750,Yes
Cayman Islands,Export,1999-2000,Cartridges 22 to 50 Calibre,42000,1858,Yes
Cayman Islands,Export,1999-2000,Non-Military Rifles,1,499,Yes
Cayman Islands,Export,1999-2000,Pistols and Revolvers,1,576,Yes
Cayman Islands,Export,1999-2000,Ammunition Raw Materials and Maintenance Equipment,,1668,No
Chad,Export,1999-2000,Explosives,,42000,No
Chile,Export,1999-2000,Ammunition Raw Materials and Maintenance Equipment,,364906,No
Chile,Export,1999-2000,Miscellaneous Parts & Components,,924188,No
Chile,Export,1999-2000,Cartridges 22 to 50 Calibre,4392450,378377,Yes
Chile,Export,1999-2000,Machine Gun Parts,,8075,Yes
Chile,Export,1999-2000,Non-Military Rifles,774,379044,Yes
Chile,Export,1999-2000,Pistols and Revolver Parts,,158500,Yes
Chile,Export,1999-2000,Pistols and Revolvers,1357,176502,Yes
Chile,Export,1999-2000,Unspecified Ammunition and Explosives,,108000,No
Colombia,Export,1999-2000,Machine Guns,123,8241000,Yes
Colombia,Export,1999-2000,Cartridges up to 22mm,,145000,No
Colombia,Export,1999-2000,Unspecified Ammunition and Explosives,,132000,No
Colombia,Export,1999-2000,Machine Guns,,1000,Yes
Colombia,Export,1999-2000,Mortar Rounds,1,,Yes
Colombia,Export,1999-2000,Pistols and Revolvers,2520,963000,Yes
Colombia,Export,1999-2000,Riot Control Guns,1,,Yes
Colombia,Export,1999-2000,Unspecified Ammunition and Explosives,,1000,No
Colombia,Export,1999-2000,Machine Guns,55,170500,Yes
Colombia,Export,1999-2000,Cartridges 22 to 50 Calibre,600000,12000,Yes
Colombia,Export,1999-2000,Non-Military Rifles,,1775,Yes
Colombia,Export,1999-2000,Pistols and Revolver Parts,,311122,Yes
Colombia,Export,1999-2000,Pistols and Revolvers,3,2267,Yes
Colombia,Export,1999-2000,Sub Machine Guns,2,1400,Yes
Costa Rica,Export,1999-2000,Carbines,14,9813,Yes
Costa Rica,Export,1999-2000,Cartridges 22 to 50 Calibre,24786310,2399132,Yes
Costa Rica,Export,1999-2000,Non-Military Rifles,2247,696338,Yes
Costa Rica,Export,1999-2000,Pistols and Revolver Parts,,4780,Yes
Costa Rica,Export,1999-2000,Pistols and Revolvers,5987,39730720,Yes
Costa Rica,Export,1999-2000,Rifle and Carbine Parts,,54081,Yes
Costa Rica,Export,1999-2000,Explosives,,3559,No
Croatia,Export,1999-2000,Cartridges 22 to 50 Calibre,3300000,770000,Yes
Czech Republic,Export,1999-2000,Ammunition Raw Materials and Maintenance Equipment,,10724,No
Czech Republic,Export,1999-2000,Missile Spare Parts,,774640,No
Czech Republic,Export,1999-2000,Cartridges 22 to 50 Calibre,3709900,234419,Yes
Czech Republic,Export,1999-2000,M16 Parts,,140,Yes
